id_merc;Date;Mov;Cliente/Proveedor;Cant;Category_Id;Brand;Ref;Conection;Color;Complements;Other;Cost;Sale;Subt_Cost;Mov2;Dia;Mes;Año
31;22-may;CMP;Sebastian LC17;1;Mouse;OCZU;OZ-2815;Inalambrico;Azul;BlisterReceptor;Inalambrico;$16.000;$29.000;-$16.000;1;22;5;2022
32;22-may;CMP;Sebastian LC17;1;Mouse;OCZU;OZ-2815;Inalambrico;Gris;BlisterReceptor;Inalambrico;$16.000;$29.000;-$16.000;1;22;5;2022
33;22-may;CMP;Sebastian LC17;3;Mouse;Jedel;TB220;USB;Negro;Caja;Alambrico;$5.500;$12.000;-$16.500;3;22;5;2022
34;22-may;CMP;Sebastian LC17;2;Mouse;Generico;S1;USB;Negro;Caja;Alambrico;$4.000;$19.000;-$8.000;2;22;5;2022
35;22-may;CMP;Sebastian LC17;2;Mouse;Ramitech;MO16;USB;Negro;Caja;Inalambrico;$15.000;$25.000;-$30.000;2;22;5;2022
36;22-may;CMP;Sebastian LC17;1;HolderCar;Generico;PataG;Chupa;Negro;Caja;2Piezas;$8.000;$19.000;-$8.000;1;22;5;2022
37;22-may;CMP;Sebastian LC17;1;Parlantes;Ramitech;HT-208;USB y JackPlug;Azul;Caja;Cables;$20.000;$35.000;-$20.000;1;22;5;2022
38;22-may;CMP;Sebastian LC17;1;HolderCar;Pronix;NIXH-15;Magnetico y rejilla;Negro;Caja;2Piezas;$14.000;$29.000;-$14.000;1;22;5;2022
39;22-may;CMP;Sebastian LC17;1;HolderCar;Generico;GS-M011 Espejo;Acople;Negro;Caja;Retrovisor;$14.000;$29.000;-$14.000;1;22;5;2022
40;22-may;CMP;Sebastian LC17;1;HolderCar;Generico;HOLD-215;Acople;Negro;Caja;Portavasos;$20.000;$35.000;-$20.000;1;22;5;2022
41;22-may;CMP;Sebastian LC17;1;HolderCar;Generico;XWJ-1802;Acople;Negro;Caja;Tacometro;$8.000;$19.000;-$8.000;1;22;5;2022
42;22-may;CMP;Sebastian LC17;1;PaloSelfie;Generico;SELFISTICK;Plug 3.5;Negro;Caja;Alambrico;$5.500;$12.000;-$5.500;1;22;5;2022
43;22-may;CMP;Sebastian LC17;1;PaloSelfie;Generico;SELFISTICK;Plug 3.5;Azul;Caja;Alambrico;$5.500;$12.000;-$5.500;1;22;5;2022
44;28-may;CMP;Valuntech 60;2;Mouse;Asus;RMB-89;USB;Negro;Caja;Alambrico;$8.000;$15.000;-$16.000;2;28;5;2022
45;28-may;CMP;Valuntech 60;6;Cables;Generico;Split Y 2-1 y 1-2;Plug 3.5;Negro;Bolsa;Alambrico;$3.000;$7.000;-$18.000;6;28;5;2022
46;28-may;CMP;Valuntech 60;2;Cables;Generico;Plug a Plug 1.5 m;Plug 3.5;Negro;Bolsa;Alambrico;$1.500;$7.000;-$3.000;2;28;5;2022
47;28-may;CMP;Valuntech 60;3;Cables;Generico;Plug a Plug Sencillo;Plug 3.5;Colores;Bolsa;Alambrico;$1.000;$5.000;-$3.000;3;28;5;2022
48;28-may;CMP;Valuntech 60;1;Cables;Generico;Split 2 Audifonos;Plug 3.5;Negro;Bolsa;Alambrico;$2.500;$7.000;-$2.500;1;28;5;2022
49;28-may;CMP;Valuntech 60;2;Balacas;Generico;X-3 X2;Bluethoot;Colores;Caja cbl;Inalambrico;$18.000;$35.000;-$36.000;2;28;5;2022
50;28-may;CMP;Valuntech 60;2;Cables;Generico;HDMI 5m;hdmi;Negro;Bolsa;Alambrico;$8.000;$19.000;-$16.000;2;28;5;2022
51;28-may;CMP;Valuntech 60;2;Cables;Generico;HDMI 1.5;hdmi;Negro;Bolsa;Alambrico;$4.500;$9.000;-$9.000;2;28;5;2022
52;28-may;CMP;Valuntech 60;2;Adaptadores;Generico;OTG TC;TC;Blanco;Caja;Alambrico;$3.000;$6.000;-$6.000;2;28;5;2022
53;28-may;CMP;Valuntech 60;2;Pilas;Beston;AA Carbon;Contactos;;;;$2.500;$5.000;-$5.000;2;28;5;2022
54;28-may;CMP;Valuntech 60;2;MultiPuertos;Generico;HUB switch luces;USB;Blanco;Bolsa;Alambrico;$5.000;$18.000;-$10.000;2;28;5;2022
55;28-may;CMP;Valuntech 60;2;Adaptadores;Generico;wifi 2.0;USB;Negro;BlisterReceptor;Inalambrico;$10.000;$20.000;-$20.000;2;28;5;2022
56;28-may;CMP;Valuntech 60;2;Antenas;Generico;WIFI larga;USB;Negro;BlisterReceptor;Inalambrico;$9.000;$19.000;-$18.000;2;28;5;2022
57;28-may;CMP;Valuntech 60;1;Antenas;Generico;Wifi Corta;USB;Negro;BlisterReceptor;Inalambrico;$7.000;$15.000;-$7.000;1;28;5;2022
58;28-may;CMP;Valuntech 60;2;Antenas;Pix-Link;WIFI larga LV;USB;Blanco;BlisterReceptor;Inalambrico;$10.000;$19.000;-$20.000;2;28;5;2022
59;28-may;CMP;Valuntech 60;2;Adaptadores;Generico;Tarjeta Sonido 7.1;USB;Colores;Blister;Alambrico;$7.000;$12.000;-$14.000;2;28;5;2022
60;28-may;CMP;Valuntech 60;2;Adaptadores;Generico;Tarjeta Sonido 5.1;USB;Colores;Blister;Alambrico;$5.500;$9.000;-$11.000;2;28;5;2022
61;28-may;CMP;Valuntech 60;5;Adaptadores;Generico;OTG V8;USB;Colores;Blister;Alambrico;$1.500;$5.000;-$7.500;5;28;5;2022
62;28-may;CMP;Valuntech 60;4;MultiPuertos;Generico;Con taco y Notas;USB;Colores;Caja;Alambrico;$6.000;$12.000;-$24.000;4;28;5;2022
63;28-may;CMP;Valuntech 60;1;Cargadores;MY;MY-120W PC;Plug;Negro;Caja;Alambrico;$25.000;$49.000;-$25.000;1;28;5;2022
64;28-may;CMP;Valuntech 60;5;Cables;Generico;3 a 1;Plug 3.5;Negro;;;$2.500;$6.000;-$12.500;5;28;5;2022
65;28-may;CMP;Valuntech 60;5;Cables;Generico;2 a 1;Plug 3.5;Negro;;Alambrico;$1.500;$5.000;-$7.500;5;28;5;2022
66;28-may;CMP;Valuntech 60;3;Cables;Generico;2 a 1GameBoy;Plug mini;Negro;;;$2.500;$5.000;-$7.500;3;28;5;2022
67;28-may;CMP;Valuntech 60;5;Cables;Generico;2 a 2;RCA;;;;$1.500;$5.000;-$7.500;5;28;5;2022
68;28-may;CMP;Valuntech 60;2;Cables;Generico;3 a 3;RCA;;;;$1.500;$5.000;-$3.000;2;28;5;2022
69;28-may;CMP;Valuntech 60;2;Cables;Generico;3 a 3 3m;RCA;;;;$2.500;$9.000;-$5.000;2;28;5;2022
70;28-may;CMP;Valuntech 60;2;Cables;Generico;Grabadora;Plug;;;;$3.000;$6.000;-$6.000;2;28;5;2022
71;28-may;CMP;Valuntech 60;6;Cables;Generico;CPU trebol Cuadrado;Plug;;;;$3.000;$9.000;-$18.000;6;28;5;2022
72;28-may;CMP;Valuntech 60;6;Cables;Generico;Ac Bafle;Plug;;;;$2.500;$6.000;-$15.000;6;28;5;2022
73;28-may;CMP;Valuntech 60;1;Cables;Generico;VGA 1.5m;VGA;;;;$3.000;$6.000;-$3.000;1;28;5;2022
74;28-may;CMP;Valuntech 60;1;Cables;Generico;VGA 3m;VGA;;;;$5.000;$10.000;-$5.000;1;28;5;2022
75;28-may;CMP;Valuntech 60;1;Cables;Generico;VGA 5m;VGA;;;;$8.000;$15.000;-$8.000;1;28;5;2022
76;28-may;CMP;Valuntech 60;2;Cables;Generico;Lan 5m;Lan;;;;$4.000;$8.000;-$8.000;2;28;5;2022
77;28-may;CMP;Valuntech 60;2;Cables;Generico;Impresora 1.2m;USB;;;;$2.000;$5.000;-$4.000;2;28;5;2022
78;28-may;CMP;Valuntech 60;2;Cables;Generico;Ext USB 1.5m;USB;;;;$3.000;$5.000;-$6.000;2;28;5;2022
79;28-may;CMP;Valuntech 60;2;Cables;Generico;Ext USB 3m;USB;;;;$3.500;$9.000;-$7.000;2;28;5;2022
80;28-may;CMP;Valuntech 60;3;Cargadores;IVON;Pluying IVON;V8;;;;$9.000;$17.000;-$27.000;3;28;5;2022
81;28-may;CMP;Valuntech 60;2;Cargadores;Samsung;Pluying Sam;Pluyin;;;;$4.000;$9.000;-$8.000;2;28;5;2022
82;28-may;CMP;Valuntech 60;2;PadMouse;Wit;Combo WIT;No;;;;$10.000;$19.000;-$20.000;2;28;5;2022
83;28-may;CMP;Valuntech 60;2;Mouse;Seisa;SEISA gen;USB;;;;$5.000;$12.000;-$10.000;2;28;5;2022
84;28-may;CMP;Valuntech 60;3;Cargadores;Universal;Bahia Sencilla;Contactos;;;;$2.500;$5.000;-$7.500;3;28;5;2022
85;28-may;CMP;Valuntech 60;1;Audifonos Bluethooth;Apple;MiniC Conductor;Bluethoot;;;;$0;$10.000;$0;1;28;5;2022
86;31-may;CMP;Rubiani;3;Parlantes;GTS;GTS-1362$14.000;$25.000;-$42.000;3;31;5;2022
87;31-may;CMP;Rubiani;3;Parlantes;KTX;KTX1271$15.000;$30.000;-$45.000;3;31;5;2022
88;31-may;CMP;Rubiani;3;Parlantes;GTS;GTS1525$20.000;$35.000;-$60.000;3;31;5;2022
89;31-may;CMP;Rubiani;1;Parlantes;KTX;KTX301$58.000;$89.000;-$58.000;1;31;5;2022
90;31-may;CMP;Rubiani;1;Parlantes;KTX;KTX1365$58.000;$89.000;-$58.000;1;31;5;2022
91;31-may;CMP;Rubiani;1;Parlantes;Sonivox;VSR1437$37.000;$55.000;-$37.000;1;31;5;2022
92;31-may;CMP;Rubiani;1;Parlantes;Platinum;PL8000$115.000;$150.000;-$115.000;1;31;5;2022
93;31-may;CMP;Rubiani;1;Parlantes;GTS;GTS1248$70.000;$110.000;-$70.000;1;31;5;2022
94;31-may;CMP;Rubiani;1;Tripodes;Generico;Pequeño Bafle$30.000;$49.000;-$30.000;1;31;5;2022
95;31-may;CMP;Rubiani;1;Tripodes;Generico;Grande Bafle$36.000;$59.000;-$36.000;1;31;5;2022
96;31-may;CMP;JOMA;1;Spliter;Generico;Spliter 1a 4 HDMI$25.000;$45.000;-$25.000;1;31;5;2022
97;31-may;CMP;JOMA;2;Spliter;Generico;Spliter 1 a 2 HDMI$18.000;$35.000;-$36.000;2;31;5;2022
98;31-may;CMP;JOMA;2;Router;JOMA;LV-AC09$45.000;$69.000;-$90.000;2;31;5;2022
99;31-may;CMP;JOMA;3;Reproductor;Generico;MP3 Pantalla$7.000;$15.000;-$21.000;3;31;5;2022
100;31-may;CMP;JOMA;3;Reproductor;Generico;MP3 Sencillo$5.000;$12.000;-$15.000;3;31;5;2022
101;31-may;CMP;JOMA;1;Aro de Luz;JOMA;26cm$38.000;$64.000;-$38.000;1;31;5;2022
102;31-may;CMP;JOMA;1;Aro de Luz;JOMA;30cm$45.000;$79.000;-$45.000;1;31;5;2022
103;31-may;CMP;JOMA;1;Convertidores;Generico;HDMI2VGA$14.000;$25.000;-$14.000;1;31;5;2022
104;31-may;CMP;JOMA;2;Convertidores;Generico;AV2VGA$14.000;$25.000;-$28.000;2;31;5;2022
105;31-may;CMP;JOMA;2;Convertidores;Generico;AV2HDMI$18.000;$30.000;-$36.000;2;31;5;2022
106;31-may;CMP;JOMA;2;Convertidores;Generico;VGA2AV$14.000;$25.000;-$28.000;2;31;5;2022
107;31-may;CMP;JOMA;1;Convertidores;Generico;HDMI2VGA+Audio$12.000;$25.000;-$12.000;1;31;5;2022
108;31-may;CMP;JOMA;1;Cables;Generico;HDTV $25.000;$49.000;-$25.000;1;31;5;2022
109;31-may;CMP;JOMA;1;Balacas;KR;KR9000$32.000;$55.000;-$32.000;1;31;5;2022
110;31-may;CMP;JOMA;1;Balacas;KR;KR-GM103$28.000;$50.000;-$28.000;1;31;5;2022
111;31-may;CMP;JOMA;2;Adaptadores;Generico;TC-Lan$10.000;$22.000;-$20.000;2;31;5;2022
112;31-may;CMP;JOMA;1;Adaptadores;Generico;Bluethoot 5.0$8.000;$19.000;-$8.000;1;31;5;2022
113;31-may;CMP;JOMA;2;Control Gamer;Sony;PS2$14.000;$25.000;-$28.000;2;31;5;2022
114;31-may;CMP;JOMA;1;Control Gamer;Microsoft;Xbox Caja Negra$20.000;$35.000;-$20.000;1;31;5;2022
115;31-may;CMP;JOMA;3;Antenas;Generico;TDT 5m$10.000;$20.000;-$30.000;3;31;5;2022
116;31-may;CMP;JOMA;1;Control Gamer;Sony;PS4$55.000;$80.000;-$55.000;1;31;5;2022
117;31-may;CMP;JOMA;10;Manos Libres;Generico;U28$2.800;$9.000;-$28.000;10;31;5;2022
118;31-may;CMP;Ovidio;5;Cables;Batri;CU02 V8$5.000;$12.000;-$25.000;5;31;5;2022
119;31-may;CMP;Ovidio;5;Cables;Batri;CU02 TC$5.000;$12.000;-$25.000;5;31;5;2022
120;31-may;CMP;Ovidio;5;Cables;Batri;CU02 Ligthning$5.000;$12.000;-$25.000;5;31;5;2022
121;31-may;CMP;Ovidio;6;Cables;Batri;CU02 3m$7.500;$15.000;-$45.000;6;31;5;2022
122;31-may;CMP;Ovidio;2;Tripodes;Generico;Tripode Gen$5.500;$12.000;-$11.000;2;31;5;2022
123;31-may;CMP;Ovidio;2;Adaptadores;Generico;Europeo$2.600;$5.000;-$5.200;2;31;5;2022
124;31-may;CMP;Ovidio;5;Manos Libres;Generico;U19$3.500;$10.000;-$17.500;5;31;5;2022
125;31-may;CMP;Ovidio;5;Manos Libres;Generico;Unicornio$3.000;$9.000;-$15.000;5;31;5;2022
126;31-may;CMP;Ovidio;5;Guantes Gamer;Generico;WN-Z13$3.000;$9.000;-$15.000;5;31;5;2022
127;31-may;CMP;Ovidio;4;Cargadores;Generico;Pluying Eco;Pluyin;;;;$2.500;$8.000;-$10.000;4;31;5;2022
128;31-may;CMP;Ovidio;5;Cables;Apple;Ligthning Bolsa$3.000;$8.000;-$15.000;5;31;5;2022
129;31-may;CMP;Ovidio;2;Convertidores;Generico;USB-Lan$11.000;$22.000;-$22.000;2;31;5;2022
130;31-may;CMP;Ovidio;2;Modulador;Generico;B2768 / B867$15.000;$29.000;-$30.000;2;31;5;2022
131;31-may;CMP;Ovidio;5;Bluethoot Car;Generico;EO-15$7.500;$14.000;-$37.500;5;31;5;2022
132;31-may;CMP;Ovidio;1;Tripodes;Generico;Economico$13.000;$25.000;-$13.000;1;31;5;2022
133;31-may;CMP;Ovidio;10;Manos Libres;Batri;B10$7.000;$15.000;-$70.000;10;31;5;2022
134;31-may;CMP;Ovidio;5;Silicone Case;Xiaomi;Note 11s-  11 4g$13.000;$25.000;-$65.000;5;31;5;2022
135;31-may;CMP;AtrasPR;2;Cables;Generico;LAN 10m$5.500;$14.000;-$11.000;2;31;5;2022
136;31-may;CMP;AtrasPR;3;Cargadores;Generico;12v 1a;Plug;;;;$5.000;$10.000;-$15.000;3;31;5;2022
137;27-may;CMP;SmartPlus;5;Silicone Case;Xiaomi;Redmi note 8$8.500;$20.000;-$42.500;5;27;5;2022
138;27-may;CMP;SmartPlus;5;Silicone Case;Xiaomi;Note 9s / Note 9 Pro Max$8.500;$20.000;-$42.500;5;27;5;2022
139;27-may;CMP;SmartPlus;5;Silicone Case;Xiaomi;Note 10$8.500;$20.000;-$42.500;5;27;5;2022
140;27-may;CMP;SmartPlus;5;Silicone Case;Samsung;A03s$8.500;$20.000;-$42.500;5;27;5;2022
141;27-may;CMP;SmartPlus;5;Silicone Case;Samsung;A20 / A30$8.500;$20.000;-$42.500;5;27;5;2022
142;27-may;CMP;SmartPlus;5;Silicone Case;Samsung;A30s / A50s$8.500;$20.000;-$42.500;5;27;5;2022
143;27-may;CMP;SmartPlus;3;Silicone Case;Motorola;Moto E20$9.500;$20.000;-$28.500;3;27;5;2022
144;27-may;CMP;SmartPlus;2;Silicone Case;Motorola;Moto E30/E40$9.500;$20.000;-$19.000;2;27;5;2022
145;27-may;CMP;SmartPlus;5;Silicone Case;Samsung;A21s$9.000;$20.000;-$45.000;5;27;5;2022
146;27-may;CMP;SmartPlus;5;Silicone Case;Samsung;A32$9.000;$20.000;-$45.000;5;27;5;2022
147;1-jun;VNT;Miguel Murano;1;Cables;Generico;Impresora 1.2m;USB;;;;$2.000;$5.000;$3.000;-1;1;6;2022
148;1-jun;VNT;Regular;1;Cargadores;Huawei;HW-059200;V8;;;;$7.500;$15.000;$7.500;-1;1;6;2022
149;1-jun;VNT;Regular;1;Vidrio Templado;Huawei;Y9 2019$1.100;$8.000;$6.900;-1;1;6;2022
150;1-jun;VNT;Regular;1;Vidrio Templado;Xiaomi;Mi 11 Lite$1.100;$10.000;$8.900;-1;1;6;2022
151;1-jun;VNT;Juan David Sanchez;1;Cargadores;Belkin;CAR-301-1T;TC;Blanco;Caja cbl;Alambrico;$10.000;$20.000;$10.000;-1;1;6;2022
152;1-jun;VNT;Regular;1;Transferencia;Nequi;Nequi$0;$2.000;$2.000;-1;1;6;2022
153;1-jun;VNT;Juan Gallegos;1;Cargadores;Belkin;CAR-301-1V;V8;Blanco;Caja cbl;Alambrico;$10.000;$20.000;$10.000;-1;1;6;2022
154;1-jun;VNT;Regular;1;Balacas;OCZU;OZ-8809BT-N$26.000;$35.000;$9.000;-1;1;6;2022
155;1-jun;VNT;Regular;1;Cargadores;Huawei;HW-059200;V8;;;;$7.500;$15.000;$7.500;-1;1;6;2022
156;1-jun;VNT;Alexa Panda;1;Cables;Generico;LAN 10m$5.500;$14.000;$8.500;-1;1;6;2022
157;1-jun;VNT;Alexa Panda;1;Convertidores;Generico;HDMI2VGA+Audio$12.000;$22.000;$10.000;-1;1;6;2022
158;31-may;CMP;SmartPlus;5;Vidrio Templado;Xiaomi;Mi 11T$1.100;$10.000;-$5.500;5;31;5;2022
159;31-may;CMP;SmartPlus;5;Vidrio Templado;Xiaomi;Mi 11T Pro$1.100;$10.000;-$5.500;5;31;5;2022
160;31-may;CMP;SmartPlus;10;Vidrio Templado;Xiaomi;A11 / Note 9 / Mi 11 Lite$1.100;$10.000;-$11.000;10;31;5;2022
161;31-may;CMP;SmartPlus;5;Vidrio Templado;Xiaomi;Note 10 Pro$1.100;$10.000;-$5.500;5;31;5;2022
162;31-may;CMP;SmartPlus;5;Vidrio Templado;Xiaomi;Redmi 10$1.100;$10.000;-$5.500;5;31;5;2022
163;31-may;CMP;SmartPlus;10;Vidrio Templado;Xiaomi;Redmi 9 / Redmi 9C / Redmi 9a$1.100;$10.000;-$11.000;10;31;5;2022
164;31-may;CMP;SmartPlus;5;Vidrio Templado;Xiaomi;Redmi note 8$1.100;$10.000;-$5.500;5;31;5;2022
165;31-may;CMP;SmartPlus;5;Vidrio Templado;Motorola;G7 Power$1.100;$10.000;-$5.500;5;31;5;2022
166;31-may;CMP;SmartPlus;5;Vidrio Templado;Motorola;G100$1.100;$10.000;-$5.500;5;31;5;2022
167;31-may;CMP;SmartPlus;5;Vidrio Templado;Motorola;E6 Play$1.100;$10.000;-$5.500;5;31;5;2022
168;31-may;CMP;SmartPlus;5;Vidrio Templado;Motorola;E30$1.100;$10.000;-$5.500;5;31;5;2022
169;31-may;CMP;SmartPlus;5;Vidrio Templado;Motorola;G7 Plus$1.100;$10.000;-$5.500;5;31;5;2022
170;31-may;CMP;SmartPlus;5;Vidrio Templado;Motorola;One Macro$1.100;$10.000;-$5.500;5;31;5;2022
171;31-may;CMP;SmartPlus;5;Vidrio Templado;Motorola;One Vision$1.100;$10.000;-$5.500;5;31;5;2022
172;31-may;CMP;SmartPlus;5;Vidrio Templado;Motorola;One$1.100;$10.000;-$5.500;5;31;5;2022
173;31-may;CMP;SmartPlus;5;Vidrio Templado;Motorola;G9 Power$1.100;$10.000;-$5.500;5;31;5;2022
174;31-may;CMP;SmartPlus;5;Vidrio Templado;Motorola;G8 Plus$1.100;$10.000;-$5.500;5;31;5;2022
175;31-may;CMP;SmartPlus;5;Vidrio Templado;Motorola;G60s$1.100;$10.000;-$5.500;5;31;5;2022
176;31-may;CMP;SmartPlus;5;Vidrio Templado;Motorola;G51$1.100;$10.000;-$5.500;5;31;5;2022
177;31-may;CMP;SmartPlus;10;Vidrio Templado;Motorola;G10 / G20 / G30$1.100;$10.000;-$11.000;10;31;5;2022
178;31-may;CMP;SmartPlus;5;Vidrio Templado;Huawei;Y6 2019$1.100;$10.000;-$5.500;5;31;5;2022
179;31-may;CMP;SmartPlus;5;Vidrio Templado;Huawei;Y5 2019$1.100;$10.000;-$5.500;5;31;5;2022
180;31-may;CMP;SmartPlus;5;Vidrio Templado;Huawei;Y5 2018$1.100;$10.000;-$5.500;5;31;5;2022
181;31-may;CMP;SmartPlus;6;Vidrio Templado;Huawei;Y9 2019$1.100;$10.000;-$6.600;6;31;5;2022
182;31-may;CMP;SmartPlus;5;Vidrio Templado;Huawei;Y9 Prime$1.100;$10.000;-$5.500;5;31;5;2022
183;31-may;CMP;SmartPlus;5;Vidrio Templado;Huawei;Y7 2019$1.100;$10.000;-$5.500;5;31;5;2022
184;31-may;CMP;SmartPlus;1;Vidrio Templado;Huawei;Y8s$1.100;$10.000;-$1.100;1;31;5;2022
185;31-may;CMP;SmartPlus;5;Vidrio Templado;Huawei;P20 Lite$1.100;$10.000;-$5.500;5;31;5;2022
186;31-may;CMP;SmartPlus;5;Vidrio Templado;Huawei;P10 Lite$1.100;$10.000;-$5.500;5;31;5;2022
187;31-may;CMP;SmartPlus;10;Vidrio Templado;Samsung;A03$1.100;$10.000;-$11.000;10;31;5;2022
188;31-may;CMP;SmartPlus;10;Vidrio Templado;Samsung;A02$1.100;$10.000;-$11.000;10;31;5;2022
189;31-may;CMP;SmartPlus;10;Vidrio Templado;Samsung;A13 4G$1.100;$10.000;-$11.000;10;31;5;2022
190;31-may;CMP;SmartPlus;10;Vidrio Templado;Samsung;A12 / Oppo Reno 5 Lite$1.100;$10.000;-$11.000;10;31;5;2022
191;31-may;CMP;SmartPlus;10;Vidrio Templado;Samsung;A03 Core$1.100;$10.000;-$11.000;10;31;5;2022
192;31-may;CMP;SmartPlus;10;Vidrio Templado;Samsung;A20s$1.100;$10.000;-$11.000;10;31;5;2022
193;31-may;CMP;SmartPlus;10;Vidrio Templado;Samsung;A21s$1.100;$10.000;-$11.000;10;31;5;2022
194;31-may;CMP;SmartPlus;10;Vidrio Templado;Samsung;A30 / A20 / A30s / A50$1.100;$10.000;-$11.000;10;31;5;2022
195;31-may;CMP;SmartPlus;5;Vidrio Templado;Samsung;A32$1.100;$10.000;-$5.500;5;31;5;2022
